timestamp,house_id,building,meter,appliance_category,appliance,mains_power,appliance_power,data_quality_flag
2023-01-01T00:18:00+01:00,UKDALE_house_1,bldg_1,meter_6,other,washing_machine,2343.854491562387,263.51297375955585,good
2023-01-01T00:19:00+00:00,UKDALE_house_4,bldg_4,meter_7,lighting,lighting,1377.8756834799265,146.24899140074422,good
2023-01-01T00:20:00+01:00,UKDALE_house_2,bldg_2,meter_9,other,washing_machine,2352.146202669095,248.5214299318543,good
2023-01-01T00:21:00+00:00,UKDALE_house_5,bldg_5,meter_1,other,tv,590.185049009595,1794.5911325313718,good
2023-01-01T00:22:00+01:00,UKDALE_house_4,bldg_4,meter_6,fridge,fridge,1828.028480392053,,gap
2023-01-01T00:23:00+00:00,UKDALE_house_1,bldg_1,meter_7,lighting,lighting,1562.2601010793778,126.94553529616236,good
2023-01-01T00:24:00+01:00,UKDALE_house_1,bldg_1,meter_3,lighting,lighting,1861.550163086714,94.04742285426609,good
2023-01-01T00:25:00+00:00,UKDALE_house_3,bldg_3,meter_8,fridge,fridge,575.9362667327151,45.166370688680054,good
2023-01-01T00:26:00+01:00,UKDALE_house_3,bldg_3,meter_5,lighting,lighting,1679.2365647825457,25.01190336393441,good
2023-01-01T00:27:00+00:00,UKDALE_house_2,bldg_2,meter_9,fridge,freezer,1270.198962989329,104.72787387513999,good
2023-01-01T00:28:00+01:00,UKDALE_house_4,bldg_4,meter_5,fridge,freezer,1869.921188520475,126.81090765469513,good
2023-01-01T00:29:00+00:00,UKDALE_house_4,bldg_4,meter_9,fridge,freezer,851.2593781719536,131.0418793808093,good
2023-01-01T00:30:00+01:00,UKDALE_house_3,bldg_3,meter_4,water,unspecified_water_meter,2230.6397123898687,0.0,good
2023-01-01T00:31:00+00:00,UKDALE_house_4,bldg_4,meter_9,lighting,lighting,,,gap
2023-01-01T00:32:00+01:00,UKDALE_house_4,bldg_4,meter_5,water,unspecified_water_meter,2027.6138310384108,0.0,good
2023-01-01T00:33:00+00:00,UKDALE_house_1,bldg_1,meter_9,lighting,lighting,,,gap
2023-01-01T00:34:00+01:00,UKDALE_house_3,bldg_3,meter_3,fridge,fridge,2052.2681628487117,110.74165601862536,good
2023-01-01T00:35:00+00:00,UKDALE_house_5,bldg_5,meter_4,lighting,lighting,1306.1796659413512,150.36581494984398,good
2023-01-01T00:36:00+01:00,UKDALE_house_3,bldg_3,meter_9,lighting,lighting,1124.0432010753652,108.66782093992654,good
2023-01-01T00:37:00+00:00,UKDALE_house_5,bldg_5,meter_6,fridge,freezer,2490.842601985948,106.00940882905525,good
2023-01-01T00:38:00+01:00,UKDALE_house_1,bldg_1,meter_2,other,tv,611.4712804746972,1459.6703487580996,good
2023-01-01T00:39:00+00:00,UKDALE_house_2,bldg_2,meter_7,fridge,freezer,1389.8461163963093,77.74610106684277,good
2023-01-01T00:40:00+01:00,UKDALE_house_4,bldg_4,meter_2,other,computer,1693.1550371866977,,gap
2023-01-01T00:41:00+00:00,UKDALE_house_1,bldg_1,meter_2,other,tv,1767.1257078605083,1086.02947488086,good
2023-01-01T00:42:00+01:00,UKDALE_house_4,bldg_4,meter_1,fridge,fridge,549.8604310595179,49.90812292449435,good
2023-01-01T00:43:00+00:00,UKDALE_house_2,bldg_2,meter_3,fridge,freezer,1652.285526232513,32.96209886695016,good
2023-01-01T00:44:00+01:00,UKDALE_house_2,bldg_2,meter_6,other,microwave,2055.0054378792765,684.818800698516,good
2023-01-01T00:45:00+00:00,UKDALE_house_1,bldg_1,meter_8,lighting,lighting,172.54551321172494,118.40533909334117,good
2023-01-01T00:46:00+01:00,UKDALE_house_2,bldg_2,meter_9,fridge,freezer,2283.2271686470253,130.7784422644186,good
2023-01-01T00:47:00+00:00,UKDALE_house_5,bldg_5,meter_7,water,unspecified_water_meter,122.28493510575453,0.0,good
2023-01-01T00:48:00+01:00,UKDALE_house_2,bldg_2,meter_4,fridge,fridge,922.1290295965662,45.29828161682954,good
2023-01-01T00:49:00+00:00,UKDALE_house_4,bldg_4,meter_6,other,dishwasher,,,gap
2023-01-01T00:50:00+01:00,UKDALE_house_4,bldg_4,meter_5,water,unspecified_water_meter,239.00566292197556,0.0,good
2023-01-01T00:51:00+00:00,UKDALE_house_4,bldg_4,meter_8,fridge,freezer,2282.3622986911937,133.56108552806722,good
2023-01-01T00:52:00+01:00,UKDALE_house_4,bldg_4,meter_1,fridge,freezer,919.4090353280621,48.08249844010005,good
2023-01-01T00:53:00+00:00,UKDALE_house_5,bldg_5,meter_1,fridge,fridge,1090.6902495413797,132.19131831650628,good
2023-01-01T00:54:00+01:00,UKDALE_house_3,bldg_3,meter_6,fridge,fridge,577.5937343872539,148.97442814113504,good
2023-01-01T00:55:00+00:00,UKDALE_house_1,bldg_1,meter_2,fridge,fridge,1512.8846369574635,117.22065972578851,good
2023-01-01T00:56:00+01:00,UKDALE_house_4,bldg_4,meter_5,other,computer,1507.2678759605847,1423.346943193729,good
2023-01-01T00:57:00+00:00,UKDALE_house_2,bldg_2,meter_1,fridge,fridge,961.8909599717872,149.32983210706482,good
2023-01-01T00:58:00+01:00,UKDALE_house_4,bldg_4,meter_7,lighting,lighting,865.935435923226,128.98662509467016,good
2023-01-01T00:59:00+00:00,UKDALE_house_2,bldg_2,meter_1,water,unspecified_water_meter,2218.16255504244,,gap
2023-01-01T01:00:00+01:00,UKDALE_house_2,bldg_2,meter_4,other,dishwasher,989.0463871233934,,gap
2023-01-01T01:01:00+00:00,UKDALE_house_4,bldg_4,meter_9,other,computer,1259.0774307783001,1515.6789596330975,good
2023-01-01T01:02:00+01:00,UKDALE_house_5,bldg_5,meter_1,fridge,freezer,744.09666794108,103.73829330139574,good
2023-01-01T01:03:00+00:00,UKDALE_house_2,bldg_2,meter_4,other,tv,1977.585283224962,1067.091991511674,good
2023-01-01T01:04:00+01:00,UKDALE_house_2,bldg_2,meter_6,lighting,lighting,1023.7479844027745,,gap
2023-01-01T01:05:00+00:00,UKDALE_house_4,bldg_4,meter_6,lighting,lighting,1308.3470640335952,156.1401685249196,good
2023-01-01T01:06:00+01:00,UKDALE_house_2,bldg_2,meter_8,fridge,fridge,670.7250666461705,39.80007310321155,good
2023-01-01T01:07:00+00:00,UKDALE_house_2,bldg_2,meter_1,other,kettle,2469.766001236067,1667.502373890657,good
2023-01-01T01:08:00+01:00,UKDALE_house_4,bldg_4,meter_7,lighting,lighting,764.1645652631211,78.64822293868725,good
2023-01-01T01:09:00+00:00,UKDALE_house_4,bldg_4,meter_1,fridge,freezer,1938.3192007186017,45.33295833479885,good
2023-01-01T01:10:00+01:00,UKDALE_house_1,bldg_1,meter_7,lighting,lighting,1097.36434337406,99.62597595843539,good
2023-01-01T01:11:00+00:00,UKDALE_house_5,bldg_5,meter_3,lighting,lighting,555.2326424561427,27.64458366617597,good
2023-01-01T01:12:00+01:00,UKDALE_house_5,bldg_5,meter_8,other,microwave,2009.31097171391,,gap
2023-01-01T01:13:00+00:00,UKDALE_house_2,bldg_2,meter_3,other,dishwasher,867.3366331211557,1629.7346432793734,good
2023-01-01T01:14:00+01:00,UKDALE_house_5,bldg_5,meter_1,other,microwave,2169.723701124637,1515.2102624923903,good
2023-01-01T01:15:00+00:00,UKDALE_house_2,bldg_2,meter_8,fridge,freezer,2292.3801030486666,45.284336813745725,good
2023-01-01T01:16:00+01:00,UKDALE_house_1,bldg_1,meter_3,lighting,lighting,2156.568396708626,42.728804679391736,good
2023-01-01T01:17:00+00:00,UKDALE_house_4,bldg_4,meter_2,lighting,lighting,135.76939127667384,166.41820681836754,good
2023-01-01T01:18:00+01:00,UKDALE_house_4,bldg_4,meter_1,fridge,fridge,1979.0646952625086,140.9105129523739,good
2023-01-01T01:19:00+00:00,UKDALE_house_4,bldg_4,meter_3,fridge,freezer,1057.7816929229025,85.28037958001869,good
2023-01-01T01:20:00+01:00,UKDALE_house_5,bldg_5,meter_2,other,dishwasher,2190.6211544464513,923.1994545990904,good
2023-01-01T01:21:00+00:00,UKDALE_house_1,bldg_1,meter_2,fridge,freezer,1612.98794357761,68.19144496628711,good
2023-01-01T01:22:00+01:00,UKDALE_house_5,bldg_5,meter_6,lighting,lighting,,,gap
2023-01-01T01:23:00+00:00,UKDALE_house_5,bldg_5,meter_1,fridge,fridge,1273.6078361737466,107.3883486350827,good
2023-01-01T01:24:00+01:00,UKDALE_house_1,bldg_1,meter_2,fridge,fridge,1360.8124862673853,64.59018926008422,good
2023-01-01T01:25:00+00:00,UKDALE_house_1,bldg_1,meter_6,fridge,freezer,403.7496987274847,65.85394452651019,good
2023-01-01T01:26:00+01:00,UKDALE_house_1,bldg_1,meter_3,water,unspecified_water_meter,1970.7690287889209,0.0,good
2023-01-01T01:27:00+00:00,UKDALE_house_1,bldg_1,meter_4,other,dishwasher,1077.5045485840806,1609.6001278613041,good
2023-01-01T01:28:00+01:00,UKDALE_house_4,bldg_4,meter_1,water,unspecified_water_meter,1275.1962897653773,0.0,good
2023-01-01T01:29:00+00:00,UKDALE_house_3,bldg_3,meter_8,lighting,lighting,1973.4893995344837,22.454124303047863,good
2023-01-01T01:30:00+01:00,UKDALE_house_3,bldg_3,meter_7,fridge,freezer,1517.1712301946254,68.7271887271966,good
2023-01-01T01:31:00+00:00,UKDALE_house_1,bldg_1,meter_7,lighting,lighting,542.6918822345352,119.78420261894642,good
2023-01-01T01:32:00+01:00,UKDALE_house_3,bldg_3,meter_3,lighting,lighting,1496.0700149196873,46.67914317787843,good
2023-01-01T01:33:00+00:00,UKDALE_house_3,bldg_3,meter_3,other,dishwasher,1048.7005020501565,211.17281984928215,good
2023-01-01T01:34:00+01:00,UKDALE_house_1,bldg_1,meter_2,fridge,fridge,1200.3375780074634,127.8331597308672,good
2023-01-01T01:35:00+00:00,UKDALE_house_3,bldg_3,meter_1,lighting,lighting,119.36262228653608,180.99278995673131,good
2023-01-01T01:36:00+01:00,UKDALE_house_5,bldg_5,meter_7,fridge,freezer,564.5719063148899,128.83277049578274,good
2023-01-01T01:37:00+00:00,UKDALE_house_2,bldg_2,meter_7,fridge,fridge,738.5432993835192,137.85454676848173,good
2023-01-01T01:38:00+01:00,UKDALE_house_2,bldg_2,meter_2,other,microwave,1796.7520192540742,1017.9459493521501,good
2023-01-01T01:39:00+00:00,UKDALE_house_1,bldg_1,meter_7,lighting,lighting,78.15655958038252,166.20646177826154,good
2023-01-01T01:40:00+01:00,UKDALE_house_4,bldg_4,meter_8,lighting,lighting,1051.5042900113735,89.12767491039807,good
2023-01-01T01:41:00+00:00,UKDALE_house_1,bldg_1,meter_1,lighting,lighting,2313.8658325430456,139.92821506622693,good
2023-01-01T01:42:00+01:00,UKDALE_house_4,bldg_4,meter_9,lighting,lighting,324.1075105453534,197.9903956500496,good
2023-01-01T01:43:00+00:00,UKDALE_house_2,bldg_2,meter_7,other,washing_machine,1315.239751135597,,gap
2023-01-01T01:44:00+01:00,UKDALE_house_1,bldg_1,meter_3,other,computer,1976.9798368575753,732.324556009391,good
2023-01-01T01:45:00+00:00,UKDALE_house_5,bldg_5,meter_8,water,unspecified_water_meter,2359.201703424286,0.0,good
2023-01-01T01:46:00+01:00,UKDALE_house_3,bldg_3,meter_7,other,kettle,1879.6027668576091,890.0829102926498,good
2023-01-01T01:47:00+00:00,UKDALE_house_4,bldg_4,meter_8,fridge,freezer,1815.3855941787951,46.561858442406205,good
2023-01-01T01:48:00+01:00,UKDALE_house_3,bldg_3,meter_6,other,tv,2074.895820979618,191.81756831384936,good
2023-01-01T01:49:00+00:00,UKDALE_house_3,bldg_3,meter_9,lighting,lighting,1143.192991394982,169.35011593789238,good
2023-01-01T01:50:00+01:00,UKDALE_house_1,bldg_1,meter_5,fridge,freezer,2024.319104913691,147.21532473931035,good
2023-01-01T01:51:00+00:00,UKDALE_house_3,bldg_3,meter_3,other,tv,69.51279162635527,758.2688617019027,good
2023-01-01T01:52:00+01:00,UKDALE_house_5,bldg_5,meter_3,fridge,fridge,,,gap
2023-01-01T01:53:00+00:00,UKDALE_house_3,bldg_3,meter_1,other,kettle,1136.1009483170794,165.17058120850885,good
2023-01-01T01:54:00+01:00,UKDALE_house_1,bldg_1,meter_8,lighting,lighting,1405.7814602710816,,gap
2023-01-01T01:55:00+00:00,UKDALE_house_5,bldg_5,meter_2,other,microwave,674.4615098414616,861.6749370234398,good
2023-01-01T01:56:00+01:00,UKDALE_house_2,bldg_2,meter_3,other,dishwasher,1869.2005404590325,610.0478039841859,good
2023-01-01T01:57:00+00:00,UKDALE_house_3,bldg_3,meter_8,other,kettle,237.7577258643596,883.8072246689492,good
2023-01-01T01:58:00+01:00,UKDALE_house_1,bldg_1,meter_8,other,computer,2187.9577162397463,607.0321657116078,good
2023-01-01T01:59:00+00:00,UKDALE_house_2,bldg_2,meter_4,other,dishwasher,2078.8862310655395,905.812606788335,good
2023-01-01T02:00:00+01:00,UKDALE_house_2,bldg_2,meter_4,fridge,freezer,579.3472847996777,133.14676763015242,good
2023-01-01T02:01:00+00:00,UKDALE_house_4,bldg_4,meter_5,lighting,lighting,2032.844775798893,126.61424679117722,good
2023-01-01T02:02:00+01:00,UKDALE_house_5,bldg_5,meter_6,fridge,freezer,1976.5764460006296,113.35845273722104,good
2023-01-01T02:03:00+00:00,UKDALE_house_3,bldg_3,meter_5,other,washing_machine,1598.930664497175,,gap
2023-01-01T02:04:00+01:00,UKDALE_house_1,bldg_1,meter_7,lighting,lighting,965.1244334042344,152.93105813189337,good
2023-01-01T02:05:00+00:00,UKDALE_house_4,bldg_4,meter_2,other,tv,715.1719477455763,1216.5798985389015,good
2023-01-01T02:06:00+01:00,UKDALE_house_5,bldg_5,meter_7,fridge,freezer,617.8697962089076,44.347439730246776,good
2023-01-01T02:07:00+00:00,UKDALE_house_4,bldg_4,meter_7,fridge,fridge,830.5919587708376,98.71714237387015,good
2023-01-01T02:08:00+01:00,UKDALE_house_5,bldg_5,meter_1,other,dishwasher,2263.7181864096992,499.3011185420765,good
2023-01-01T02:09:00+00:00,UKDALE_house_5,bldg_5,meter_7,fridge,fridge,240.2199011725141,126.49148035603113,good
2023-01-01T02:10:00+01:00,UKDALE_house_3,bldg_3,meter_5,fridge,fridge,2080.734626819749,,gap
2023-01-01T02:11:00+00:00,UKDALE_house_5,bldg_5,meter_3,fridge,fridge,904.7806838524677,149.36209982357846,good
2023-01-01T02:12:00+01:00,UKDALE_house_4,bldg_4,meter_3,water,unspecified_water_meter,1327.9185202278275,0.0,good
2023-01-01T02:13:00+00:00,UKDALE_house_5,bldg_5,meter_4,other,washing_machine,1996.4898024388021,211.87576639318664,good
2023-01-01T02:14:00+01:00,UKDALE_house_3,bldg_3,meter_2,lighting,lighting,2216.7225402062795,160.46261529322854,good
2023-01-01T02:15:00+00:00,UKDALE_house_3,bldg_3,meter_2,fridge,freezer,894.7144791779851,,gap
2023-01-01T02:16:00+01:00,UKDALE_house_4,bldg_4,meter_1,fridge,fridge,1181.5165291240203,122.09985967088465,good
2023-01-01T02:17:00+00:00,UKDALE_house_2,bldg_2,meter_5,other,kettle,1065.564358801141,588.1771421082985,good
2023-01-01T02:18:00+01:00,UKDALE_house_2,bldg_2,meter_4,other,tv,82.46503208458084,911.095356419201,good
2023-01-01T02:19:00+00:00,UKDALE_house_5,bldg_5,meter_2,fridge,freezer,775.0600777037087,125.581022366845,good
2023-01-01T02:20:00+01:00,UKDALE_house_1,bldg_1,meter_3,fridge,fridge,1175.0136226447764,57.9049597945026,good
2023-01-01T02:21:00+00:00,UKDALE_house_5,bldg_5,meter_7,fridge,freezer,1057.1793417570775,,gap
2023-01-01T02:22:00+01:00,UKDALE_house_4,bldg_4,meter_7,other,washing_machine,1818.7266074134147,1014.3391682661317,good
2023-01-01T02:23:00+00:00,UKDALE_house_4,bldg_4,meter_4,other,tv,992.768862191703,966.2362641772476,good
2023-01-01T02:24:00+01:00,UKDALE_house_4,bldg_4,meter_5,fridge,fridge,1248.972299978142,63.87149644955194,good
2023-01-01T02:25:00+00:00,UKDALE_house_4,bldg_4,meter_5,fridge,fridge,1102.5410507242902,65.76907806297874,good
2023-01-01T02:26:00+01:00,UKDALE_house_4,bldg_4,meter_6,fridge,freezer,1864.5340647912078,63.34141958478786,good
2023-01-01T02:27:00+00:00,UKDALE_house_3,bldg_3,meter_9,water,unspecified_water_meter,2164.282377518058,0.0,good
2023-01-01T02:28:00+01:00,UKDALE_house_2,bldg_2,meter_2,fridge,freezer,1353.1282435684097,122.58144743981852,good
2023-01-01T02:29:00+00:00,UKDALE_house_4,bldg_4,meter_5,other,dishwasher,1984.1088757782184,1190.826514734306,good
2023-01-01T02:30:00+01:00,UKDALE_house_1,bldg_1,meter_3,other,tv,777.1273709486339,1506.7300709679423,good
2023-01-01T02:31:00+00:00,UKDALE_house_1,bldg_1,meter_4,lighting,lighting,1376.3555448853083,195.58514509652392,good
2023-01-01T02:32:00+01:00,UKDALE_house_1,bldg_1,meter_6,fridge,fridge,895.8133864914325,86.89971555263837,good
2023-01-01T02:33:00+00:00,UKDALE_house_1,bldg_1,meter_8,fridge,freezer,1064.7922676509843,38.00326576865386,good
2023-01-01T02:34:00+01:00,UKDALE_house_3,bldg_3,meter_1,other,dishwasher,1844.413968791038,134.161543221062,good
2023-01-01T02:35:00+00:00,UKDALE_house_1,bldg_1,meter_8,other,microwave,2210.073081715146,567.4138187253335,good
2023-01-01T02:36:00+01:00,UKDALE_house_4,bldg_4,meter_7,other,dishwasher,347.66370816502524,,gap
2023-01-01T02:37:00+00:00,UKDALE_house_5,bldg_5,meter_1,lighting,lighting,1604.8661783940822,114.17834989475747,good
2023-01-01T02:38:00+01:00,UKDALE_house_1,bldg_1,meter_2,fridge,freezer,1476.2523285656064,62.6143819296155,good
2023-01-01T02:39:00+00:00,UKDALE_house_3,bldg_3,meter_3,water,unspecified_water_meter,340.1168459810331,,gap
2023-01-01T02:40:00+01:00,UKDALE_house_3,bldg_3,meter_1,other,kettle,569.1411095782672,748.5418903942842,good
2023-01-01T02:41:00+00:00,UKDALE_house_1,bldg_1,meter_9,fridge,fridge,811.9561120950666,101.8314128885605,good
2023-01-01T02:42:00+01:00,UKDALE_house_5,bldg_5,meter_8,water,unspecified_water_meter,458.9811235028786,0.0,good
2023-01-01T02:43:00+00:00,UKDALE_house_1,bldg_1,meter_2,other,tv,647.1372321846374,1192.6619017412238,good
2023-01-01T02:44:00+01:00,UKDALE_house_3,bldg_3,meter_9,lighting,lighting,705.6219572111834,47.7055117609229,good
2023-01-01T02:45:00+00:00,UKDALE_house_2,bldg_2,meter_7,other,dishwasher,872.4008909456961,1759.805433954058,good
2023-01-01T02:46:00+01:00,UKDALE_house_4,bldg_4,meter_9,other,microwave,1886.0066093628395,1003.3513972198805,good
2023-01-01T02:47:00+00:00,UKDALE_house_3,bldg_3,meter_6,other,washing_machine,1451.1848994339719,287.4545561364888,good
2023-01-01T02:48:00+01:00,UKDALE_house_1,bldg_1,meter_6,fridge,fridge,2466.3043462809337,137.23623040153603,good
2023-01-01T02:49:00+00:00,UKDALE_house_4,bldg_4,meter_4,fridge,freezer,1066.1027760703041,38.95661172953146,good
2023-01-01T02:50:00+01:00,UKDALE_house_1,bldg_1,meter_2,other,dishwasher,1896.9694309004663,1638.5370080606472,good
2023-01-01T02:51:00+00:00,UKDALE_house_1,bldg_1,meter_7,fridge,freezer,2185.0976323725076,,gap
2023-01-01T02:52:00+01:00,UKDALE_house_2,bldg_2,meter_5,lighting,lighting,1713.4973079432027,146.0777238481707,good
2023-01-01T02:53:00+00:00,UKDALE_house_4,bldg_4,meter_6,lighting,lighting,1059.0686140228652,,gap
2023-01-01T02:54:00+01:00,UKDALE_house_4,bldg_4,meter_2,lighting,lighting,1896.3068453270946,,gap
2023-01-01T02:55:00+00:00,UKDALE_house_2,bldg_2,meter_5,other,kettle,548.9844875430779,1697.7594922843841,good
2023-01-01T02:56:00+01:00,UKDALE_house_3,bldg_3,meter_4,other,kettle,852.5028046913244,976.9994406896434,good
2023-01-01T02:57:00+00:00,UKDALE_house_1,bldg_1,meter_9,fridge,fridge,1389.3788749932576,117.88661359170658,good
2023-01-01T02:58:00+01:00,UKDALE_house_5,bldg_5,meter_6,fridge,freezer,1459.7529988510635,140.89292590935355,good
2023-01-01T02:59:00+00:00,UKDALE_house_1,bldg_1,meter_2,fridge,freezer,104.24661490794216,147.021597117061,good
2023-01-01T03:00:00+01:00,UKDALE_house_1,bldg_1,meter_1,other,microwave,2365.5297624522213,1508.10762404418,good
2023-01-01T03:01:00+00:00,UKDALE_house_3,bldg_3,meter_5,other,kettle,1756.7368144826055,580.2806372185526,good
2023-01-01T03:02:00+01:00,UKDALE_house_1,bldg_1,meter_9,fridge,freezer,1264.4741880681331,,gap
2023-01-01T03:03:00+00:00,UKDALE_house_2,bldg_2,meter_6,other,kettle,2336.1617243003557,1149.2091796762506,good
2023-01-01T03:04:00+01:00,UKDALE_house_2,bldg_2,meter_7,other,microwave,1125.7841348645297,1678.6243336159298,good
2023-01-01T03:05:00+00:00,UKDALE_house_4,bldg_4,meter_5,other,washing_machine,2452.067147162411,1233.1837951751156,good
2023-01-01T03:06:00+01:00,UKDALE_house_5,bldg_5,meter_6,other,tv,1305.0976552465386,587.6681832335108,good
2023-01-01T03:07:00+00:00,UKDALE_house_1,bldg_1,meter_5,fridge,fridge,330.0001364950497,74.4029428971379,good
2023-01-01T03:08:00+01:00,UKDALE_house_1,bldg_1,meter_9,other,washing_machine,1923.7623825252292,1013.3256099301459,good
2023-01-01T03:09:00+00:00,UKDALE_house_3,bldg_3,meter_6,lighting,lighting,1713.2994264407093,,gap
2023-01-01T03:10:00+01:00,UKDALE_house_2,bldg_2,meter_8,other,tv,1943.8174671986876,606.4694648455861,good
2023-01-01T03:11:00+00:00,UKDALE_house_5,bldg_5,meter_2,other,tv,,,gap
2023-01-01T03:12:00+01:00,UKDALE_house_4,bldg_4,meter_9,other,dishwasher,1952.3987914949944,654.8437387587027,good
2023-01-01T03:13:00+00:00,UKDALE_house_2,bldg_2,meter_5,other,dishwasher,1547.7746754307848,1477.5964581114376,good
2023-01-01T03:14:00+01:00,UKDALE_house_4,bldg_4,meter_7,fridge,fridge,2150.4068107840603,,gap
2023-01-01T03:15:00+00:00,UKDALE_house_3,bldg_3,meter_1,lighting,lighting,1699.4537764186023,33.81010883351934,good
2023-01-01T03:16:00+01:00,UKDALE_house_3,bldg_3,meter_5,water,unspecified_water_meter,1049.8916892235115,0.0,good
2023-01-01T03:17:00+00:00,UKDALE_house_1,bldg_1,meter_2,other,washing_machine,2219.7684223923443,340.59191259268863,good
2023-01-01T03:18:00+01:00,UKDALE_house_5,bldg_5,meter_6,fridge,fridge,593.6561289217135,37.33256011435587,good
2023-01-01T03:19:00+00:00,UKDALE_house_4,bldg_4,meter_1,fridge,fridge,1800.8711235263743,89.91635352171903,good
2023-01-01T03:20:00+01:00,UKDALE_house_2,bldg_2,meter_3,fridge,fridge,2209.8304646048546,42.760475681787256,good
2023-01-01T03:21:00+00:00,UKDALE_house_3,bldg_3,meter_5,other,dishwasher,1841.7254732730757,249.7449462918562,good
2023-01-01T03:22:00+01:00,UKDALE_house_1,bldg_1,meter_4,other,computer,1758.3247766819495,1696.8344550671598,good
2023-01-01T03:23:00+00:00,UKDALE_house_1,bldg_1,meter_3,fridge,freezer,1893.9638204759983,134.71860866112667,good
2023-01-01T03:24:00+01:00,UKDALE_house_4,bldg_4,meter_5,lighting,lighting,1189.3853583365787,101.37558742604588,good
2023-01-01T03:25:00+00:00,UKDALE_house_3,bldg_3,meter_8,other,computer,2191.7181712847137,1775.1593114878601,good
2023-01-01T03:26:00+01:00,UKDALE_house_5,bldg_5,meter_4,other,dishwasher,548.4193640834235,50.32642429866045,good
2023-01-01T03:27:00+00:00,UKDALE_house_3,bldg_3,meter_1,lighting,lighting,362.0967192008313,130.51630212921089,good
2023-01-01T03:28:00+01:00,UKDALE_house_4,bldg_4,meter_7,lighting,lighting,749.4965112903533,130.9570719269366,good
2023-01-01T03:29:00+00:00,UKDALE_house_4,bldg_4,meter_8,lighting,lighting,1352.3646220987332,102.33975005657987,good
2023-01-01T03:30:00+01:00,UKDALE_house_3,bldg_3,meter_3,fridge,fridge,1300.8763987528785,77.63375675211515,good
2023-01-01T03:31:00+00:00,UKDALE_house_4,bldg_4,meter_6,lighting,lighting,2060.4669563076372,101.96896438650937,good
2023-01-01T03:32:00+01:00,UKDALE_house_3,bldg_3,meter_2,other,kettle,1041.1932081898426,776.1807631394408,good
2023-01-01T03:33:00+00:00,UKDALE_house_2,bldg_2,meter_7,other,computer,1236.643844414196,1328.361835594024,good
2023-01-01T03:34:00+01:00,UKDALE_house_3,bldg_3,meter_8,other,microwave,82.7508239855193,286.8720112032471,good
2023-01-01T03:35:00+00:00,UKDALE_house_3,bldg_3,meter_6,other,microwave,1053.8611292852006,395.8686360344778,good
2023-01-01T03:36:00+01:00,UKDALE_house_4,bldg_4,meter_6,fridge,fridge,1637.046870728338,51.66218740709083,good
2023-01-01T03:37:00+00:00,UKDALE_house_4,bldg_4,meter_5,lighting,lighting,87.99541003515085,67.24470532182761,good
2023-01-01T03:38:00+01:00,UKDALE_house_1,bldg_1,meter_8,fridge,freezer,738.1608147062972,93.03101025378999,good
2023-01-01T03:39:00+00:00,UKDALE_house_1,bldg_1,meter_1,fridge,fridge,559.4930802590054,43.34504968058624,good
