timestamp,house_id,source_dataset,mains_power,appliance_category,appliance_power,native_sample_period,data_quality_flag,building,meter,appliance
2013-06-06 08:03:00+05:30,IAWE_house_1,IAWE,,ac_hvac,,1,gap,1,1,air_conditioner
2013-09-12 18:46:00+05:30,IAWE_house_1,IAWE,,other,1209.7472,1,ok,1,4,television
2013-06-26 09:31:00+05:30,IAWE_house_1,IAWE,15.259631,lighting,0.0,1,ok,1,12,lighting
2013-06-11 08:42:00+05:30,IAWE_house_1,IAWE,14.890587,lighting,0.0,1,ok,1,12,lighting
2013-09-01 10:06:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-07-15 05:59:00+05:30,IAWE_house_1,IAWE,14.8876295,other,,1,gap,1,8,fan
2013-07-07 18:54:00+05:30,IAWE_house_1,IAWE,14.939615,fridge,471.969,1,ok,1,2,refrigerator
2013-08-25 06:27:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-08-05 01:00:00+05:30,IAWE_house_1,IAWE,14.741925,ac_hvac,14.741925,1,ok,1,1,air_conditioner
2013-06-16 09:15:00+05:30,IAWE_house_1,IAWE,15.366526,other,,1,gap,1,10,computer
2013-06-05 03:07:00+05:30,IAWE_house_1,IAWE,50.15782,fridge,432.2482,1,ok,1,2,refrigerator
2013-07-07 21:30:00+05:30,IAWE_house_1,IAWE,1978.6482,ac_hvac,1978.6482,1,ok,1,1,air_conditioner
2013-06-29 05:44:00+05:30,IAWE_house_1,IAWE,14.871512,other,,1,gap,1,8,fan
2013-07-24 04:43:00+05:30,IAWE_house_1,IAWE,15.051864,other,,1,gap,1,5,water_purifier
2013-06-19 22:01:00+05:30,IAWE_house_1,IAWE,1780.0623,other,,1,gap,1,10,computer
2013-06-18 00:39:00+05:30,IAWE_house_1,IAWE,15.673259,other,,1,gap,1,10,computer
2013-07-16 14:06:00+05:30,IAWE_house_1,IAWE,16.16038,other,82.27815,1,ok,1,3,laptop_charger
2013-06-10 02:39:00+05:30,IAWE_house_1,IAWE,16.910799,other,,1,gap,1,4,television
2013-07-29 00:39:00+05:30,IAWE_house_1,IAWE,14.475357,other,,1,gap,1,9,geyser
2013-06-30 14:10:00+05:30,IAWE_house_1,IAWE,15.231507,other,106.571754,1,ok,1,3,laptop_charger
2013-06-21 15:56:00+05:30,IAWE_house_1,IAWE,16.36339,lighting,0.0,1,ok,1,12,lighting
2013-07-06 20:44:00+05:30,IAWE_house_1,IAWE,15.121633,other,,1,gap,1,4,television
2013-07-13 23:10:00+05:30,IAWE_house_1,IAWE,17.022604,other,147.89722,1,ok,1,5,water_purifier
2013-07-05 03:33:00+05:30,IAWE_house_1,IAWE,14.601665,ac_hvac,14.601665,1,ok,1,1,air_conditioner
2013-08-02 13:52:00+05:30,IAWE_house_1,IAWE,15.75957,fridge,490.2165,1,ok,1,2,refrigerator
2013-07-08 20:48:00+05:30,IAWE_house_1,IAWE,1810.6975,other,49.8375,1,ok,1,7,microwave
2013-08-01 20:15:00+05:30,IAWE_house_1,IAWE,15.046245,other,,1,gap,1,7,microwave
2013-06-15 12:29:00+05:30,IAWE_house_1,IAWE,16.534182,other,,1,gap,1,4,television
2013-07-29 06:20:00+05:30,IAWE_house_1,IAWE,15.354817,other,,1,gap,1,4,television
2013-06-11 10:48:00+05:30,IAWE_house_1,IAWE,15.29526,ac_hvac,15.29526,1,ok,1,1,air_conditioner
2013-07-16 13:08:00+05:30,IAWE_house_1,IAWE,14.709774,other,,1,gap,1,9,geyser
2013-06-14 05:57:00+05:30,IAWE_house_1,IAWE,15.385363,other,,1,gap,1,7,microwave
2013-07-07 03:58:00+05:30,IAWE_house_1,IAWE,18.1169,other,,1,gap,1,9,geyser
2013-06-24 06:45:00+05:30,IAWE_house_1,IAWE,14.923167,other,,1,gap,1,5,water_purifier
2013-07-30 02:58:00+05:30,IAWE_house_1,IAWE,14.917185,other,,1,gap,1,8,fan
2013-06-08 02:49:00+05:30,IAWE_house_1,IAWE,47.37606,other,,1,gap,1,8,fan
2013-07-29 11:30:00+05:30,IAWE_house_1,IAWE,14.973927,other,,1,gap,1,10,computer
2013-06-08 14:01:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,3,laptop_charger
2013-06-27 15:44:00+05:30,IAWE_house_1,IAWE,14.666107,other,,1,gap,1,6,washing_machine
2013-07-03 13:40:00+05:30,IAWE_house_1,IAWE,15.894414,fridge,271.86066,1,ok,1,2,refrigerator
2013-08-04 09:24:00+05:30,IAWE_house_1,IAWE,14.929578,ac_hvac,14.929578,1,ok,1,1,air_conditioner
2013-06-21 14:47:00+05:30,IAWE_house_1,IAWE,14.84641,other,,1,gap,1,4,television
2013-06-09 08:25:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,3,laptop_charger
2013-06-20 23:00:00+05:30,IAWE_house_1,IAWE,1856.1915,lighting,0.0,1,ok,1,12,lighting
2013-07-30 03:54:00+05:30,IAWE_house_1,IAWE,15.320671,other,0.37510002,1,ok,1,11,kitchen_outlets
2013-06-12 07:39:00+05:30,IAWE_house_1,IAWE,15.701315,ac_hvac,15.701315,1,ok,1,1,air_conditioner
2013-08-07 08:45:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-10 05:45:00+05:30,IAWE_house_1,IAWE,15.207044,ac_hvac,15.207044,1,ok,1,1,air_conditioner
2013-06-13 05:39:00+05:30,IAWE_house_1,IAWE,16.838322,other,,1,gap,1,5,water_purifier
2013-06-21 19:42:00+05:30,IAWE_house_1,IAWE,16.897083,fridge,333.7556,1,ok,1,2,refrigerator
2013-07-06 23:22:00+05:30,IAWE_house_1,IAWE,1857.0021,other,,1,gap,1,6,washing_machine
2013-07-05 11:12:00+05:30,IAWE_house_1,IAWE,15.066935,other,0.16136363,1,ok,1,3,laptop_charger
2013-07-30 08:53:00+05:30,IAWE_house_1,IAWE,15.09013,other,,1,gap,1,5,water_purifier
2013-07-15 00:11:00+05:30,IAWE_house_1,IAWE,15.148497,other,79.727745,1,ok,1,3,laptop_charger
2013-06-14 06:31:00+05:30,IAWE_house_1,IAWE,2331.392,other,0.16502273,1,ok,1,3,laptop_charger
2013-08-24 09:11:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-08-01 23:17:00+05:30,IAWE_house_1,IAWE,16.108166,ac_hvac,16.108166,1,ok,1,1,air_conditioner
2013-08-20 06:59:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-18 17:14:00+05:30,IAWE_house_1,IAWE,14.540411,other,,1,gap,1,9,geyser
2013-07-08 13:59:00+05:30,IAWE_house_1,IAWE,14.846321,other,,1,gap,1,4,television
2013-06-10 23:16:00+05:30,IAWE_house_1,IAWE,1966.1235,fridge,2620.3655,1,ok,1,2,refrigerator
2013-07-11 23:13:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-06-28 07:02:00+05:30,IAWE_house_1,IAWE,16.361216,other,,1,gap,1,10,computer
2013-07-26 20:36:00+05:30,IAWE_house_1,IAWE,16.21904,other,23.956644,1,ok,1,7,microwave
2013-07-09 12:04:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,7,microwave
2013-07-17 20:30:00+05:30,IAWE_house_1,IAWE,16.570816,other,,1,gap,1,7,microwave
2013-06-08 10:28:00+05:30,IAWE_house_1,IAWE,15.017884,other,,1,gap,1,5,water_purifier
2013-06-24 04:02:00+05:30,IAWE_house_1,IAWE,14.894505,other,,1,gap,1,8,fan
2013-09-02 08:06:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-08-25 05:48:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-07-29 01:11:00+05:30,IAWE_house_1,IAWE,16.223873,other,,1,gap,1,3,laptop_charger
2013-07-16 16:34:00+05:30,IAWE_house_1,IAWE,15.9443865,other,,1,gap,1,5,water_purifier
2013-06-26 11:31:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-06-11 01:06:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,7,microwave
2013-06-21 07:10:00+05:30,IAWE_house_1,IAWE,14.776188,other,,1,gap,1,10,computer
2013-07-01 05:23:00+05:30,IAWE_house_1,IAWE,14.71045,other,,1,gap,1,8,fan
2013-08-12 23:43:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-30 19:33:00+05:30,IAWE_house_1,IAWE,14.909925,other,,1,gap,1,5,water_purifier
2013-08-02 01:12:00+05:30,IAWE_house_1,IAWE,15.128571,other,,1,gap,1,9,geyser
2013-07-01 13:22:00+05:30,IAWE_house_1,IAWE,15.085317,fridge,644.048,1,ok,1,2,refrigerator
2013-06-23 21:30:00+05:30,IAWE_house_1,IAWE,2131.5496,other,10.2518215,1,ok,1,3,laptop_charger
2013-07-22 00:18:00+05:30,IAWE_house_1,IAWE,15.653127,other,1679.1903,1,ok,1,5,water_purifier
2013-08-01 20:31:00+05:30,IAWE_house_1,IAWE,2041.9235,other,65.50835,1,ok,1,7,microwave
2013-07-22 16:11:00+05:30,IAWE_house_1,IAWE,15.184692,fridge,464.38348,1,ok,1,2,refrigerator
2013-08-28 00:34:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-07-16 05:07:00+05:30,IAWE_house_1,IAWE,15.221334,other,0.16825926,1,ok,1,3,laptop_charger
2013-07-01 01:21:00+05:30,IAWE_house_1,IAWE,15.166066,other,,1,gap,1,9,geyser
2013-07-08 19:20:00+05:30,IAWE_house_1,IAWE,15.675969,other,29.50995,1,ok,1,7,microwave
2013-09-07 03:46:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-09-15 19:31:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-08-04 10:09:00+05:30,IAWE_house_1,IAWE,15.869393,other,,1,gap,1,7,microwave
2013-07-24 16:33:00+05:30,IAWE_house_1,IAWE,15.202374,other,,1,gap,1,11,kitchen_outlets
2013-07-10 14:52:00+05:30,IAWE_house_1,IAWE,15.287798,other,,1,gap,1,4,television
2013-09-09 10:45:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-05-30 10:14:00+05:30,IAWE_house_1,IAWE,11.742995,ac_hvac,11.742995,1,ok,1,1,air_conditioner
2013-07-20 01:34:00+05:30,IAWE_house_1,IAWE,16.679398,other,,1,gap,1,4,television
2013-08-18 13:00:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-05-30 13:55:00+05:30,IAWE_house_1,IAWE,11.811693,fridge,417.3246,1,ok,1,2,refrigerator
2013-08-31 02:53:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-28 06:54:00+05:30,IAWE_house_1,IAWE,14.984894,other,,1,gap,1,9,geyser
2013-07-08 14:55:00+05:30,IAWE_house_1,IAWE,16.803553,other,,1,gap,1,4,television
2013-08-12 15:42:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-28 18:19:00+05:30,IAWE_house_1,IAWE,15.104215,other,,1,gap,1,6,washing_machine
2013-07-10 00:03:00+05:30,IAWE_house_1,IAWE,16.969126,other,,1,gap,1,5,water_purifier
2013-07-27 19:06:00+05:30,IAWE_house_1,IAWE,14.494504,other,,1,gap,1,6,washing_machine
2013-07-14 21:12:00+05:30,IAWE_house_1,IAWE,1755.4895,other,,1,gap,1,6,washing_machine
2013-06-08 18:56:00+05:30,IAWE_house_1,IAWE,958.8157,other,37.475246,1,ok,1,7,microwave
2013-09-04 15:37:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-08-01 09:54:00+05:30,IAWE_house_1,IAWE,16.153889,ac_hvac,16.153889,1,ok,1,1,air_conditioner
2013-09-05 03:50:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-06-13 20:38:00+05:30,IAWE_house_1,IAWE,2023.2207,other,120.94096,1,ok,1,3,laptop_charger
2013-07-19 20:26:00+05:30,IAWE_house_1,IAWE,15.376234,ac_hvac,15.376234,1,ok,1,1,air_conditioner
2013-07-30 08:22:00+05:30,IAWE_house_1,IAWE,15.069681,other,,1,gap,1,5,water_purifier
2013-06-04 19:40:00+05:30,IAWE_house_1,IAWE,16.065456,ac_hvac,16.065456,1,ok,1,1,air_conditioner
2013-06-07 12:02:00+05:30,IAWE_house_1,IAWE,14.142403,ac_hvac,14.142403,1,ok,1,1,air_conditioner
2013-07-22 22:10:00+05:30,IAWE_house_1,IAWE,16.039568,other,,1,gap,1,10,computer
2013-09-01 02:41:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-06-29 03:43:00+05:30,IAWE_house_1,IAWE,15.575886,other,1729.5369,1,ok,1,5,water_purifier
2013-07-17 15:19:00+05:30,IAWE_house_1,IAWE,14.667711,ac_hvac,14.667711,1,ok,1,1,air_conditioner
2013-08-12 20:02:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-04 14:43:00+05:30,IAWE_house_1,IAWE,16.111156,other,,1,gap,1,5,water_purifier
2013-09-09 00:18:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-08-01 01:09:00+05:30,IAWE_house_1,IAWE,15.069804,other,,1,gap,1,7,microwave
2013-07-07 02:07:00+05:30,IAWE_house_1,IAWE,16.644657,other,,1,gap,1,10,computer
2013-06-14 17:08:00+05:30,IAWE_house_1,IAWE,17.438734,ac_hvac,17.438734,1,ok,1,1,air_conditioner
2013-06-20 04:49:00+05:30,IAWE_house_1,IAWE,15.966315,other,,1,gap,1,5,water_purifier
2013-06-14 23:28:00+05:30,IAWE_house_1,IAWE,16.47016,other,118.7341,1,ok,1,3,laptop_charger
2013-06-19 17:46:00+05:30,IAWE_house_1,IAWE,16.365356,other,,1,gap,1,4,television
2013-08-01 07:38:00+05:30,IAWE_house_1,IAWE,16.66405,other,,1,gap,1,4,television
2013-06-12 06:50:00+05:30,IAWE_house_1,IAWE,15.092115,fridge,300.3224,1,ok,1,2,refrigerator
2013-07-30 12:02:00+05:30,IAWE_house_1,IAWE,15.005331,other,,1,gap,1,8,fan
2013-09-13 09:09:00+05:30,IAWE_house_1,IAWE,,other,1.3294,1,ok,1,4,television
2013-07-14 11:45:00+05:30,IAWE_house_1,IAWE,15.636644,other,0.3545849,1,ok,1,11,kitchen_outlets
2013-06-30 01:50:00+05:30,IAWE_house_1,IAWE,15.3513365,other,,1,gap,1,9,geyser
2013-08-13 17:11:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-11 04:54:00+05:30,IAWE_house_1,IAWE,14.320191,other,,1,gap,1,6,washing_machine
2013-07-03 06:55:00+05:30,IAWE_house_1,IAWE,15.018353,other,,1,gap,1,9,geyser
2013-08-12 09:51:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-25 02:49:00+05:30,IAWE_house_1,IAWE,14.8932,other,,1,gap,1,6,washing_machine
2013-07-25 07:59:00+05:30,IAWE_house_1,IAWE,224.83853,other,213.36723,1,ok,1,6,washing_machine
2013-09-06 20:11:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-06-14 08:17:00+05:30,IAWE_house_1,IAWE,15.167995,other,0.17335556,1,ok,1,3,laptop_charger
2013-06-18 18:22:00+05:30,IAWE_house_1,IAWE,16.915567,other,,1,gap,1,5,water_purifier
2013-06-09 13:46:00+05:30,IAWE_house_1,IAWE,15.669372,other,,1,gap,1,5,water_purifier
2013-07-17 07:11:00+05:30,IAWE_house_1,IAWE,124.94449,other,0.34403226,1,ok,1,11,kitchen_outlets
2013-07-12 18:23:00+05:30,IAWE_house_1,IAWE,16.672783,other,,1,gap,1,10,computer
2013-07-20 16:40:00+05:30,IAWE_house_1,IAWE,15.0431385,other,,1,gap,1,4,television
2013-06-25 07:24:00+05:30,IAWE_house_1,IAWE,15.472058,lighting,,1,gap,1,12,lighting
2013-07-25 12:10:00+05:30,IAWE_house_1,IAWE,15.066194,fridge,370.84024,1,ok,1,2,refrigerator
2013-06-09 18:18:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-29 21:39:00+05:30,IAWE_house_1,IAWE,1971.8177,ac_hvac,1971.8177,1,ok,1,1,air_conditioner
2013-09-07 06:16:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-22 09:20:00+05:30,IAWE_house_1,IAWE,14.826825,other,0.35578334,1,ok,1,11,kitchen_outlets
2013-07-17 20:28:00+05:30,IAWE_house_1,IAWE,16.44967,other,,1,gap,1,4,television
2013-07-30 10:41:00+05:30,IAWE_house_1,IAWE,14.975984,other,,1,gap,1,6,washing_machine
2013-06-10 06:38:00+05:30,IAWE_house_1,IAWE,15.361181,other,,1,gap,1,4,television
2013-07-03 23:51:00+05:30,IAWE_house_1,IAWE,15.025981,other,,1,gap,1,10,computer
2013-07-16 05:32:00+05:30,IAWE_house_1,IAWE,14.676548,other,,1,gap,1,10,computer
2013-08-28 00:28:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-17 17:31:00+05:30,IAWE_house_1,IAWE,16.590776,ac_hvac,16.590776,1,ok,1,1,air_conditioner
2013-07-11 00:58:00+05:30,IAWE_house_1,IAWE,15.322179,other,,1,gap,1,10,computer
2013-06-29 01:03:00+05:30,IAWE_house_1,IAWE,15.000405,other,,1,gap,1,5,water_purifier
2013-05-31 15:00:00+05:30,IAWE_house_1,IAWE,17.798134,lighting,0.0,1,ok,1,12,lighting
2013-06-17 12:09:00+05:30,IAWE_house_1,IAWE,16.613298,fridge,318.3894,1,ok,1,2,refrigerator
2013-06-09 01:01:00+05:30,IAWE_house_1,IAWE,15.2596445,fridge,362.9383,1,ok,1,2,refrigerator
2013-07-11 00:09:00+05:30,IAWE_house_1,IAWE,15.249711,ac_hvac,15.249711,1,ok,1,1,air_conditioner
2013-07-01 15:27:00+05:30,IAWE_house_1,IAWE,15.654144,other,,1,gap,1,8,fan
2013-08-03 01:14:00+05:30,IAWE_house_1,IAWE,15.94634,other,0.36164445,1,ok,1,11,kitchen_outlets
2013-06-04 06:17:00+05:30,IAWE_house_1,IAWE,16.865698,lighting,142.0,1,ok,1,12,lighting
2013-05-29 17:06:00+05:30,IAWE_house_1,IAWE,13.422463,fridge,416.69174,1,ok,1,2,refrigerator
2013-06-13 10:13:00+05:30,IAWE_house_1,IAWE,15.290055,other,,1,gap,1,4,television
2013-06-03 00:45:00+05:30,IAWE_house_1,IAWE,1873.743,lighting,0.0,1,ok,1,12,lighting
2013-08-03 21:19:00+05:30,IAWE_house_1,IAWE,1965.6504,ac_hvac,1965.6504,1,ok,1,1,air_conditioner
2013-06-29 04:48:00+05:30,IAWE_house_1,IAWE,14.988185,other,,1,gap,1,5,water_purifier
2013-07-25 16:19:00+05:30,IAWE_house_1,IAWE,15.055647,other,0.05051667,1,ok,1,7,microwave
2013-07-28 18:57:00+05:30,IAWE_house_1,IAWE,15.110077,ac_hvac,15.110077,1,ok,1,1,air_conditioner
2013-06-18 08:56:00+05:30,IAWE_house_1,IAWE,15.310532,other,113.294716,1,ok,1,3,laptop_charger
2013-09-02 00:41:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-14 03:13:00+05:30,IAWE_house_1,IAWE,15.171343,ac_hvac,15.171343,1,ok,1,1,air_conditioner
2013-07-10 04:26:00+05:30,IAWE_house_1,IAWE,17.238468,other,81.614746,1,ok,1,3,laptop_charger
2013-07-07 16:19:00+05:30,IAWE_house_1,IAWE,15.340826,ac_hvac,15.340826,1,ok,1,1,air_conditioner
2013-07-20 08:12:00+05:30,IAWE_house_1,IAWE,15.471715,other,,1,gap,1,5,water_purifier
2013-08-19 02:12:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-08-20 14:12:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,5,water_purifier
2013-06-07 14:15:00+05:30,IAWE_house_1,IAWE,14.332233,lighting,0.0,1,ok,1,12,lighting
2013-06-30 19:23:00+05:30,IAWE_house_1,IAWE,15.275024,fridge,335.0074,1,ok,1,2,refrigerator
2013-06-18 11:52:00+05:30,IAWE_house_1,IAWE,18.065174,other,0.17236206,1,ok,1,3,laptop_charger
2013-07-27 06:46:00+05:30,IAWE_house_1,IAWE,17.507904,other,,1,gap,1,6,washing_machine
2013-07-26 09:33:00+05:30,IAWE_house_1,IAWE,16.20621,other,,1,gap,1,5,water_purifier
2013-06-23 11:09:00+05:30,IAWE_house_1,IAWE,15.330224,other,,1,gap,1,4,television
2013-06-10 02:30:00+05:30,IAWE_house_1,IAWE,15.238348,lighting,0.0,1,ok,1,12,lighting
2013-07-22 13:19:00+05:30,IAWE_house_1,IAWE,14.781082,other,4.3569818,1,ok,1,3,laptop_charger
2013-06-26 19:21:00+05:30,IAWE_house_1,IAWE,14.93654,other,,1,gap,1,4,television
2013-09-12 06:51:00+05:30,IAWE_house_1,IAWE,,other,,1,gap,1,4,television
2013-07-11 10:27:00+05:30,IAWE_house_1,IAWE,17.410603,other,83.499016,1,ok,1,3,laptop_charger
