timestamp,house_id,appliance_category,appliance,mains_power,appliance_power,data_quality_flag
2023-06-01 00:31:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2123.01,1862.31,good
2023-06-01 00:32:00+00:00,IAWE_house_2,other,other,335.93,152.25,good
2023-06-01 00:33:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2199.07,1869.87,good
2023-06-01 00:34:00+00:00,IAWE_house_1,fridge,fridge,128.24,5.0,good
2023-06-01 00:35:00+00:00,IAWE_house_1,fridge,fridge,61.0,5.0,good
2023-06-01 00:36:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,313.74,0.0,good
2023-06-01 00:37:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2043.21,1736.77,good
2023-06-01 00:38:00+00:00,IAWE_house_1,fridge,fridge,273.11,107.83,good
2023-06-01 00:39:00+00:00,IAWE_house_1,lighting,lighting,240.25,88.27,good
2023-06-01 00:40:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1886.31,1525.77,good
2023-06-01 00:41:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,181.61,0.0,good
2023-06-01 00:42:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2067.68,1612.55,good
2023-06-01 00:43:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2487.56,1992.1,good
2023-06-01 00:44:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2442.23,2043.3,good
2023-06-01 00:45:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1576.67,1431.31,good
2023-06-01 00:46:00+00:00,IAWE_house_2,other,other,597.2,338.15,good
2023-06-01 00:47:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2161.9,1830.45,good
2023-06-01 00:48:00+00:00,IAWE_house_2,lighting,lighting,255.76,0.0,good
2023-06-01 00:49:00+00:00,IAWE_house_1,lighting,lighting,222.84,0.0,good
2023-06-01 00:50:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1568.33,1379.03,good
2023-06-01 00:51:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1555.19,1340.9,good
2023-06-01 00:52:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,195.69,0.0,good
2023-06-01 00:53:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2654.98,2172.89,good
2023-06-01 00:54:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,259.09,0.0,good
2023-06-01 00:55:00+00:00,IAWE_house_2,other,other,363.87,123.69,good
2023-06-01 00:56:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1479.04,1254.82,good
2023-06-01 00:57:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2273.58,1939.11,good
2023-06-01 00:58:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1832.05,1633.73,good
2023-06-01 00:59:00+00:00,IAWE_house_1,lighting,lighting,400.14,141.23,good
2023-06-01 01:00:00+00:00,IAWE_house_2,other,other,741.94,483.08,good
2023-06-01 01:01:00+00:00,IAWE_house_1,other,other,573.3,378.08,good
2023-06-01 01:02:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2017.9,1722.12,good
2023-06-01 01:03:00+00:00,IAWE_house_2,fridge,fridge,127.6,5.0,good
2023-06-01 01:04:00+00:00,IAWE_house_1,fridge,fridge,279.7,118.67,good
2023-06-01 01:05:00+00:00,IAWE_house_1,other,other,604.66,360.11,good
2023-06-01 01:06:00+00:00,IAWE_house_2,lighting,lighting,247.27,0.0,good
2023-06-01 01:07:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1567.57,1202.33,good
2023-06-01 01:08:00+00:00,IAWE_house_2,fridge,fridge,203.12,125.93,good
2023-06-01 01:09:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,484.96,0.0,good
2023-06-01 01:10:00+00:00,IAWE_house_1,fridge,fridge,230.03,107.26,good
2023-06-01 01:11:00+00:00,IAWE_house_1,fridge,fridge,300.96,112.94,good
2023-06-01 01:12:00+00:00,IAWE_house_1,fridge,fridge,240.93,82.67,good
2023-06-01 01:13:00+00:00,IAWE_house_1,other,other,789.85,654.19,good
2023-06-01 01:14:00+00:00,IAWE_house_1,lighting,lighting,142.35,0.0,good
2023-06-01 01:15:00+00:00,IAWE_house_2,lighting,lighting,224.94,0.0,good
2023-06-01 01:16:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2184.01,1986.74,good
2023-06-01 01:17:00+00:00,IAWE_house_2,lighting,lighting,217.14,0.0,good
2023-06-01 01:18:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1622.07,1495.35,good
2023-06-01 01:19:00+00:00,IAWE_house_2,other,other,861.23,717.07,good
2023-06-01 01:20:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2016.2,1634.35,good
2023-06-01 01:21:00+00:00,IAWE_house_2,lighting,lighting,194.09,69.34,good
2023-06-01 01:22:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2089.65,1797.96,good
2023-06-01 01:23:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2007.53,1541.18,good
2023-06-01 01:24:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1769.36,1410.42,good
2023-06-01 01:25:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,392.86,0.0,good
2023-06-01 01:26:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2349.92,2082.07,good
2023-06-01 01:27:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,181.95,0.0,good
2023-06-01 01:28:00+00:00,IAWE_house_2,fridge,fridge,106.4,5.0,good
2023-06-01 01:29:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1593.36,1245.6,good
2023-06-01 01:30:00+00:00,IAWE_house_1,other,other,462.21,334.07,good
2023-06-01 01:31:00+00:00,IAWE_house_2,other,other,457.47,245.84,good
2023-06-01 01:32:00+00:00,IAWE_house_1,other,other,660.92,448.88,good
2023-06-01 01:33:00+00:00,IAWE_house_2,fridge,fridge,60.57,5.0,good
2023-06-01 01:34:00+00:00,IAWE_house_1,other,other,938.77,670.63,good
2023-06-01 01:35:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,470.25,0.0,good
2023-06-01 01:36:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,411.56,0.0,good
2023-06-01 01:37:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,186.4,0.0,good
2023-06-01 01:38:00+00:00,IAWE_house_1,other,other,429.62,279.57,good
2023-06-01 01:39:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2556.67,2062.79,good
2023-06-01 01:40:00+00:00,IAWE_house_2,fridge,fridge,215.3,123.29,good
2023-06-01 01:41:00+00:00,IAWE_house_2,fridge,fridge,219.75,137.51,good
2023-06-01 01:42:00+00:00,IAWE_house_1,fridge,fridge,257.86,111.85,good
2023-06-01 01:43:00+00:00,IAWE_house_2,lighting,lighting,190.63,139.58,good
2023-06-01 01:44:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2308.9,1894.77,good
2023-06-01 01:45:00+00:00,IAWE_house_2,fridge,fridge,198.44,5.0,good
2023-06-01 01:46:00+00:00,IAWE_house_1,lighting,lighting,301.43,86.12,good
2023-06-01 01:47:00+00:00,IAWE_house_2,other,other,939.17,746.23,good
2023-06-01 01:48:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1881.84,1693.31,good
2023-06-01 01:49:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,159.29,0.0,good
2023-06-01 01:50:00+00:00,IAWE_house_1,other,other,562.22,358.79,good
2023-06-01 01:51:00+00:00,IAWE_house_1,fridge,fridge,178.33,101.42,good
2023-06-01 01:52:00+00:00,IAWE_house_1,other,other,990.72,751.1,good
2023-06-01 01:53:00+00:00,IAWE_house_2,other,other,793.63,642.09,good
2023-06-01 01:54:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,272.47,0.0,good
2023-06-01 01:55:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2148.05,1854.2,good
2023-06-01 01:56:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2379.11,2041.47,good
2023-06-01 01:57:00+00:00,IAWE_house_1,fridge,fridge,134.59,5.0,good
2023-06-01 01:58:00+00:00,IAWE_house_2,fridge,fridge,291.09,96.5,good
2023-06-01 01:59:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2022.01,1526.75,good
2023-06-01 02:00:00+00:00,IAWE_house_2,other,other,861.68,507.39,good
2023-06-01 02:01:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,183.84,0.0,good
2023-06-01 02:02:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,463.3,0.0,good
2023-06-01 02:03:00+00:00,IAWE_house_2,fridge,fridge,199.03,5.0,good
2023-06-01 02:04:00+00:00,IAWE_house_1,other,other,717.22,329.87,good
2023-06-01 02:05:00+00:00,IAWE_house_2,other,other,307.83,195.35,good
2023-06-01 02:06:00+00:00,IAWE_house_1,fridge,fridge,194.54,5.0,good
2023-06-01 02:07:00+00:00,IAWE_house_1,other,other,575.5,324.29,good
2023-06-01 02:08:00+00:00,IAWE_house_2,lighting,lighting,334.23,54.57,good
2023-06-01 02:09:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,437.93,0.0,good
2023-06-01 02:10:00+00:00,IAWE_house_1,other,other,271.76,145.73,good
2023-06-01 02:11:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1676.01,1542.16,good
2023-06-01 02:12:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1728.69,1597.63,good
2023-06-01 02:13:00+00:00,IAWE_house_2,lighting,lighting,129.98,0.0,good
2023-06-01 02:14:00+00:00,IAWE_house_1,lighting,lighting,243.68,81.82,good
2023-06-01 02:15:00+00:00,IAWE_house_1,other,other,847.11,596.24,good
2023-06-01 02:16:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1663.31,1504.18,good
2023-06-01 02:17:00+00:00,IAWE_house_2,fridge,fridge,193.35,5.0,good
2023-06-01 02:18:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2197.74,1809.23,good
2023-06-01 02:19:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,480.96,0.0,good
2023-06-01 02:20:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1738.71,1344.02,good
2023-06-01 02:21:00+00:00,IAWE_house_2,other,other,677.92,306.06,good
2023-06-01 02:22:00+00:00,IAWE_house_1,other,other,1004.98,785.84,good
2023-06-01 02:23:00+00:00,IAWE_house_1,fridge,fridge,278.8,111.24,good
2023-06-01 02:24:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1893.66,1790.34,good
2023-06-01 02:25:00+00:00,IAWE_house_2,fridge,fridge,232.79,94.79,good
2023-06-01 02:26:00+00:00,IAWE_house_2,fridge,fridge,89.69,5.0,good
2023-06-01 02:27:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2196.94,1867.26,good
2023-06-01 02:28:00+00:00,IAWE_house_2,other,other,897.75,529.21,good
2023-06-01 02:29:00+00:00,IAWE_house_1,lighting,lighting,160.68,105.31,good
2023-06-01 02:30:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2328.42,2042.85,good
2023-06-01 02:31:00+00:00,IAWE_house_2,fridge,fridge,149.44,5.0,good
2023-06-01 02:32:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,190.6,0.0,good
2023-06-01 02:33:00+00:00,IAWE_house_2,lighting,lighting,97.79,0.0,good
2023-06-01 02:34:00+00:00,IAWE_house_1,fridge,fridge,145.49,5.0,good
2023-06-01 02:35:00+00:00,IAWE_house_1,other,other,851.69,606.92,good
2023-06-01 02:36:00+00:00,IAWE_house_2,other,other,409.81,294.14,good
2023-06-01 02:37:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,364.35,0.0,good
2023-06-01 02:38:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1527.2,1202.0,good
2023-06-01 02:39:00+00:00,IAWE_house_1,fridge,fridge,235.5,149.31,good
2023-06-01 02:40:00+00:00,IAWE_house_2,fridge,fridge,200.24,5.0,good
2023-06-01 02:41:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2395.55,1999.84,good
2023-06-01 02:42:00+00:00,IAWE_house_2,lighting,lighting,196.21,0.0,good
2023-06-01 02:43:00+00:00,IAWE_house_2,other,other,733.89,544.18,good
2023-06-01 02:44:00+00:00,IAWE_house_2,other,other,616.17,290.35,good
2023-06-01 02:45:00+00:00,IAWE_house_2,fridge,fridge,194.04,85.9,good
2023-06-01 02:46:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,199.22,0.0,good
2023-06-01 02:47:00+00:00,IAWE_house_2,other,other,882.84,716.71,good
2023-06-01 02:48:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2165.74,1842.01,good
2023-06-01 02:49:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1655.44,1422.61,good
2023-06-01 02:50:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,289.19,0.0,good
2023-06-01 02:51:00+00:00,IAWE_house_1,lighting,lighting,125.93,58.56,good
2023-06-01 02:52:00+00:00,IAWE_house_2,other,other,890.83,780.2,good
2023-06-01 02:53:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1554.52,1259.13,good
2023-06-01 02:54:00+00:00,IAWE_house_2,lighting,lighting,209.34,0.0,good
2023-06-01 02:55:00+00:00,IAWE_house_2,lighting,lighting,104.91,46.37,good
2023-06-01 02:56:00+00:00,IAWE_house_1,fridge,fridge,319.84,141.92,good
2023-06-01 02:57:00+00:00,IAWE_house_2,lighting,lighting,285.04,83.53,good
2023-06-01 02:58:00+00:00,IAWE_house_2,fridge,fridge,233.11,98.15,good
2023-06-01 02:59:00+00:00,IAWE_house_1,fridge,fridge,249.64,82.48,good
2023-06-01 03:00:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1647.56,1266.87,good
2023-06-01 03:01:00+00:00,IAWE_house_1,fridge,fridge,266.4,121.74,good
2023-06-01 03:02:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,136.47,0.0,good
2023-06-01 03:03:00+00:00,IAWE_house_1,lighting,lighting,195.04,0.0,good
2023-06-01 03:04:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1481.68,1343.65,good
2023-06-01 03:05:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,412.06,0.0,good
2023-06-01 03:06:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2301.14,1860.73,good
2023-06-01 03:07:00+00:00,IAWE_house_2,other,other,975.15,791.05,good
2023-06-01 03:08:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2277.6,2161.62,good
2023-06-01 03:09:00+00:00,IAWE_house_1,lighting,lighting,214.05,0.0,good
2023-06-01 03:10:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,450.63,0.0,good
2023-06-01 03:11:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,158.65,0.0,good
2023-06-01 03:12:00+00:00,IAWE_house_2,fridge,fridge,287.22,108.93,good
2023-06-01 03:13:00+00:00,IAWE_house_2,fridge,fridge,133.98,5.0,good
2023-06-01 03:14:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1530.43,1379.87,good
2023-06-01 03:15:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1684.64,1209.65,good
2023-06-01 03:16:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,236.76,0.0,good
2023-06-01 03:17:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2384.64,1973.06,good
2023-06-01 03:18:00+00:00,IAWE_house_1,fridge,fridge,72.85,5.0,good
2023-06-01 03:19:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,373.06,0.0,good
2023-06-01 03:20:00+00:00,IAWE_house_1,lighting,lighting,253.45,47.04,good
2023-06-01 03:21:00+00:00,IAWE_house_2,lighting,lighting,306.18,128.46,good
2023-06-01 03:22:00+00:00,IAWE_house_1,other,other,664.01,400.39,good
2023-06-01 03:23:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,452.99,0.0,good
2023-06-01 03:24:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2141.93,1870.81,good
2023-06-01 03:25:00+00:00,IAWE_house_1,fridge,fridge,123.12,5.0,good
2023-06-01 03:26:00+00:00,IAWE_house_2,fridge,fridge,173.99,96.97,good
2023-06-01 03:27:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2057.74,1858.96,good
2023-06-01 03:28:00+00:00,IAWE_house_2,fridge,fridge,158.6,90.0,good
2023-06-01 03:29:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2334.85,2183.11,good
2023-06-01 03:30:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2159.21,1664.45,good
2023-06-01 03:31:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2157.46,1795.41,good
2023-06-01 03:32:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2402.17,2024.78,good
2023-06-01 03:33:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2118.57,1671.89,good
2023-06-01 03:34:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1999.19,1807.3,good
2023-06-01 03:35:00+00:00,IAWE_house_1,fridge,fridge,116.36,5.0,good
2023-06-01 03:36:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,397.69,0.0,good
2023-06-01 03:37:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2280.97,1892.37,good
2023-06-01 03:38:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1577.03,1350.03,good
2023-06-01 03:39:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,489.37,0.0,good
2023-06-01 03:40:00+00:00,IAWE_house_1,other,other,514.43,132.98,good
2023-06-01 03:41:00+00:00,IAWE_house_1,fridge,fridge,255.26,130.3,good
2023-06-01 03:42:00+00:00,IAWE_house_1,fridge,fridge,204.63,110.76,good
2023-06-01 03:43:00+00:00,IAWE_house_2,lighting,lighting,191.85,0.0,good
2023-06-01 03:44:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2019.21,1895.23,good
2023-06-01 03:45:00+00:00,IAWE_house_2,lighting,lighting,357.21,90.3,good
2023-06-01 03:46:00+00:00,IAWE_house_1,lighting,lighting,291.07,0.0,good
2023-06-01 03:47:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1481.16,1335.01,good
2023-06-01 03:48:00+00:00,IAWE_house_2,lighting,lighting,236.72,0.0,good
2023-06-01 03:49:00+00:00,IAWE_house_2,lighting,lighting,321.17,87.02,good
2023-06-01 03:50:00+00:00,IAWE_house_1,fridge,fridge,77.42,5.0,good
2023-06-01 03:51:00+00:00,IAWE_house_1,other,other,339.02,126.5,good
2023-06-01 03:52:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,150.67,0.0,good
2023-06-01 03:53:00+00:00,IAWE_house_1,lighting,lighting,184.53,104.82,good
2023-06-01 03:54:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1986.61,1654.39,good
2023-06-01 03:55:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,224.94,0.0,good
2023-06-01 03:56:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,364.16,0.0,good
2023-06-01 03:57:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2369.5,1956.67,good
2023-06-01 03:58:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2178.77,2067.97,good
2023-06-01 03:59:00+00:00,IAWE_house_1,fridge,fridge,142.45,5.0,good
2023-06-01 04:00:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,262.91,0.0,good
2023-06-01 04:01:00+00:00,IAWE_house_1,fridge,fridge,108.38,5.0,good
2023-06-01 04:02:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,379.26,0.0,good
2023-06-01 04:03:00+00:00,IAWE_house_1,fridge,fridge,278.66,136.13,good
2023-06-01 04:04:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2185.2,1957.01,good
2023-06-01 04:05:00+00:00,IAWE_house_2,lighting,lighting,207.56,44.91,good
2023-06-01 04:06:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2205.04,1930.59,good
2023-06-01 04:07:00+00:00,IAWE_house_2,other,other,632.63,491.6,good
2023-06-01 04:08:00+00:00,IAWE_house_1,lighting,lighting,88.16,0.0,good
2023-06-01 04:09:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,402.59,0.0,good
2023-06-01 04:10:00+00:00,IAWE_house_1,fridge,fridge,255.9,87.39,good
2023-06-01 04:11:00+00:00,IAWE_house_1,other,other,865.44,590.88,good
2023-06-01 04:12:00+00:00,IAWE_house_1,other,other,417.7,295.97,good
2023-06-01 04:13:00+00:00,IAWE_house_1,lighting,lighting,235.35,0.0,good
2023-06-01 04:14:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2200.25,1836.01,good
2023-06-01 04:15:00+00:00,IAWE_house_2,other,other,915.95,722.01,good
2023-06-01 04:16:00+00:00,IAWE_house_2,other,other,680.07,484.5,good
2023-06-01 04:17:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1885.32,1518.7,good
2023-06-01 04:18:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2049.16,1726.22,good
2023-06-01 04:19:00+00:00,IAWE_house_1,lighting,lighting,335.23,51.85,good
2023-06-01 04:20:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,181.6,0.0,good
2023-06-01 04:21:00+00:00,IAWE_house_1,other,other,1056.43,733.18,good
2023-06-01 04:22:00+00:00,IAWE_house_1,lighting,lighting,127.03,46.58,good
2023-06-01 04:23:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1850.78,1647.65,good
2023-06-01 04:24:00+00:00,IAWE_house_2,fridge,fridge,216.86,104.74,good
2023-06-01 04:25:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2096.5,1794.19,good
2023-06-01 04:26:00+00:00,IAWE_house_2,other,other,730.08,397.5,good
2023-06-01 04:27:00+00:00,IAWE_house_1,other,other,860.18,496.33,good
2023-06-01 04:28:00+00:00,IAWE_house_1,lighting,lighting,334.5,98.47,good
2023-06-01 04:29:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2112.67,1945.46,good
2023-06-01 04:30:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,1387.81,1287.6,good
2023-06-01 04:31:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,290.32,0.0,good
2023-06-01 04:32:00+00:00,IAWE_house_1,other,other,732.9,509.37,good
2023-06-01 04:33:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2336.26,2033.21,good
2023-06-01 04:34:00+00:00,IAWE_house_1,fridge,fridge,259.8,123.29,good
2023-06-01 04:35:00+00:00,IAWE_house_2,fridge,fridge,163.7,5.0,good
2023-06-01 04:36:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2191.28,1992.03,good
2023-06-01 04:37:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2378.34,1932.2,good
2023-06-01 04:38:00+00:00,IAWE_house_1,fridge,fridge,202.01,146.61,good
2023-06-01 04:39:00+00:00,IAWE_house_1,lighting,lighting,217.11,127.29,good
2023-06-01 04:40:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,353.65,0.0,good
2023-06-01 04:41:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2249.82,1867.18,good
2023-06-01 04:42:00+00:00,IAWE_house_1,lighting,lighting,110.38,49.73,good
2023-06-01 04:43:00+00:00,IAWE_house_1,fridge,fridge,123.8,5.0,good
2023-06-01 04:44:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2016.06,1896.35,good
2023-06-01 04:45:00+00:00,IAWE_house_1,other,other,796.86,627.14,good
2023-06-01 04:46:00+00:00,IAWE_house_1,lighting,lighting,201.3,143.79,good
2023-06-01 04:47:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,317.06,0.0,good
2023-06-01 04:48:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,2000.4,1592.47,good
2023-06-01 04:49:00+00:00,IAWE_house_2,fridge,fridge,262.5,140.47,good
2023-06-01 04:50:00+00:00,IAWE_house_1,ac_hvac,air_conditioner,388.31,0.0,good
2023-06-01 04:51:00+00:00,IAWE_house_1,fridge,fridge,125.43,5.0,good
2023-06-01 04:52:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,1637.19,1301.97,good
2023-06-01 04:53:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2042.93,1868.44,good
2023-06-01 04:54:00+00:00,IAWE_house_2,other,other,855.62,672.38,good
2023-06-01 04:55:00+00:00,IAWE_house_1,other,other,1083.53,789.3,good
2023-06-01 04:56:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,402.01,0.0,good
2023-06-01 04:57:00+00:00,IAWE_house_2,ac_hvac,air_conditioner,2425.76,2163.14,good
